category,brand,product_text,product_name,price_text,sale_price,per_unit_price_text,is_sale,sale_valid_to
bakery,Farmer's Market,Sandwich Croissant,Farmer's MarketSandwich Croissant260 g,$5.00ea,,$1.92/ 100g,False,
bakery,Frazier,Tomato & Garlic Pizza,FrazierTomato & Garlic Pizza750 g,$5.00ea,,$0.67/ 100g,False,
bakery,Ready Bake,Garlic Bread,Ready BakeGarlic Bread330 g,$2.49ea,,$0.75/ 100g,False,
bakery,Vachon,Ah Caramel,VachonAh Caramel336 g,$3.49ea,,$1.04/ 100g,False,
bakery,Crispy,Vegetarian Cookies,CrispyVegetarian Cookies800 g,$5.19ea,,$0.65/ 100g,False,
bakery,Charlottes,Cake Cookies & Cream,CharlottesCake Cookies & Cream400 g,$5.00ea,,$1.25/ 100g,False,
bakery,Farmer's Market,"Cookies, Peanut Butter, 12 Pack","Farmer's MarketCookies, Peanut Butter, 12 Pack456 g",$5.00ea,,$1.10/ 100g,False,
bakery,Farmer's Market,Berry Medley Muffins,Farmer's MarketBerry Medley Muffins570 g,$5.00ea,,$0.88/ 100g,False,
bakery,Dimpflmeier,Bread Prebiotic Multi-Grain,DimpflmeierBread Prebiotic Multi-Grain454 g,$3.49ea,,$0.77/ 100g,False,
bakery,Furlani,Ready Bake Garlic Parmesan Toast Texas-Style Bread,FurlaniReady Bake Garlic Parmesan Toast Texas-Style Bread16x40.0 g,$4.49ea,,$0.70/ 100g,False,
bakery,Dimpflmeier,Bread Original Swedish Style Light Rye,DimpflmeierBread Original Swedish Style Light Rye680 g,$3.99ea,$3.49ea,$0.51/ 100g,True,saleEnds 03/22
bakery,Crispy,"Roti Wrap Whole Wheat, 15pieces","CrispyRoti Wrap Whole Wheat, 15pieces750 g",$3.59ea,,$0.48/ 100g,False,
bakery,Oroweat,Quinoa and Sunflower Seeds Loaf,OroweatQuinoa and Sunflower Seeds Loaf680 g,$6.59ea,,$0.97/ 100g,False,
bakery,Wonder,100% Whole Wheat Bread Thin Sliced,Wonder100% Whole Wheat Bread Thin Sliced675 g,$3.39ea,,$0.50/ 100g,False,
