category,brand,product_text,product_name,price_text,sale_price,per_unit_price_text,is_sale
household_items,,Ghibli/Johnny Vac AS5/JV5 Commercial Canister Vacuum,Ghibli/Johnny Vac AS5/JV5 Commercial Canister Vacuum,$348.99ea,,,False
household_items,,"Cyclovac HEPA Small 10.25 x 21"" Bag","Cyclovac HEPA Small 10.25 x 21"" Bag",$31.99ea,,,False
household_items,,"CanaVac CV-587 Ethos Series Central Vacuum Cleaner | 540 Airwatts Reliable Flow-Thru Motor Up To 3,500 Sq Ft | with the VPC Ultra Electric Package","CanaVac CV-587 Ethos Series Central Vacuum Cleaner | 540 Airwatts Reliable Flow-Thru Motor Up To 3,500 Sq Ft | with the VPC Ultra Electric Package",$699.00ea,,,False
household_items,,Juice Out Food Color Stain Remover 16Oz,Juice Out Food Color Stain Remover 16Oz,$52.00ea,,,False
household_items,,Esteam Lemon Deodorizer I Gallon-Case of 4,Esteam Lemon Deodorizer I Gallon-Case of 4,$184.99ea,,,False
household_items,,Hertel All Purpose Plus Odour Eliminator 700ml,Hertel All Purpose Plus Odour Eliminator 700ml,$18.79ea,,,False
household_items,,"Hoover 3M Paper Bag Type ""H""","Hoover 3M Paper Bag Type ""H""",$11.99ea,,,False
household_items,,Eureka/ Sanitaire Upright Paper Bag,Eureka/ Sanitaire Upright Paper Bag,$10.99ea,,,False
household_items,,Electrolux Trivac Cloth Bag Oval Opening,Electrolux Trivac Cloth Bag Oval Opening,$51.99ea,,,False
household_items,,Numatic Henry Xtra Canister Vacuum,Numatic Henry Xtra Canister Vacuum,$699.00ea,,,False
household_items,,Esteam Encap EC 1 Gallon-Case of 4,Esteam Encap EC 1 Gallon-Case of 4,$209.99ea,,,False
household_items,,Little Tree Car Air Freshener Strawberry,Little Tree Car Air Freshener Strawberry,$23.20ea,,,False
household_items,,AGPTEK 2 in 1 Portable LED Camping Lantern Light with Ceiling Fan 18 LED Flashlight for Outdoor Hiking Fishing Outages and Emergencies Tent,AGPTEK 2 in 1 Portable LED Camping Lantern Light with Ceiling Fan 18 LED Flashlight for Outdoor Hiking Fishing Outages and Emergencies Tent,$23.99ea,,,False
household_items,,Forever New Soft Scent Gentle Wash Detergent - 2 Kg (64 Wash Loads),Forever New Soft Scent Gentle Wash Detergent - 2 Kg (64 Wash Loads),$44.99ea,,,False
